ID,LAT,LONG,T_SEASON,TDIFF,T_SUMMER,T_WINTER,PRE_YEAR,PRE_SUMMER,PRE_WINTER,ELEV,SLOPE,ASPECT,TMIN_JUL,TMIN_JAN,PERC_SEA,SHRUB,SAVANNA,GRASS,LAKE,CROP,URBAN,MOSAIC,BARE,FOREST
4017,-408250,-1791404,319.32,23.6,31.5,23.33,843.04,253.97,3,83.5,0.02,6.82,14.73,24.79,0,0.08,0.83,0.09,0,0,0,0,0,0
3517,-358250,-1791404,332.44,24.4,31.01,22.62,842.9,246.48,3,36.12,0.05,248.2,13.63,25.07,0,0.34,0.65,0.01,0,0,0,0,0,0
3017,-308250,-1791404,344.69,25.34,30.81,22.09,832.82,224.16,5.73,90.29,0.03,234.77,12.77,23.88,0,0.56,0.44,0,0,0,0,0,0,0
2517,-258250,-1791404,353.12,25.94,30.42,21.53,826.56,218.98,6.39,183.53,0.03,277.34,12,23.9,0,0.12,0.88,0.01,0,0,0,0,0,0
2017,-208250,-1791404,354.5,26.2,30.43,21.53,802.43,212.88,6,225.15,0.02,324.38,11.9,23.7,0,0,1,0,0,0,0,0,0,0
1517,-158250,-1791404,353.58,26.18,30.5,21.6,782.59,207.42,6.88,182.72,0.02,30.55,12.02,23.9,0,0,1,0,0,0,0,0,0,0
1017,-108250,-1791404,352.56,25.9,30.4,21.5,781.36,381.6,6.05,182.34,0.02,31.28,12.1,23.84,0,0,1,0,0,0,0,0,0,0
5817,-58250,-1791404,352.81,25.79,30.5,21.53,767.18,363.16,6,190.58,0.03,7.43,12.21,23.9,0,0,1,0,0,0,0,0,0,0
8217,-8250,-1791404,355.57,25.7,30.58,21.51,760.93,350.27,6,201.88,0.07,25.23,12.4,24.04,0,0.16,0.84,0,0,0,0,0,0,0
4117,41750,-1791404,356.7,25.49,30.69,21.51,763.32,347.28,5.86,148.68,0.08,23.14,12.61,24.43,0,0.69,0.31,0,0,0,0,0,0,0
9117,91750,-1791404,351.52,24.86,30.85,21.82,770.74,348,4,128.72,0.08,25.4,13.25,24.38,0,0.95,0.05,0,0,0,0,0,0,0
1417,141750,-1791404,343.77,23.85,30.91,22.11,801.93,351.89,4,54.62,0.09,21.67,13.96,24.92,0,0.42,0.58,0,0,0,0,0,0,0
1917,191750,-1791404,333.79,22.5,30.67,22.11,863.71,358.51,5,45.78,0.09,15.78,14.63,25.3,3.18,0.45,0.5,0.02,0,0,0,0,0,0
2417,241750,-1791404,321.86,20.43,30.7,22.46,941.5,354.39,4,16.07,0.07,39.09,15.91,25.66,60.8,0.08,0.32,0,0,0,0,0,0,0
8417,841750,-1791404,232.55,20.54,29.2,23.29,1198.55,238.37,6,5,0.01,279.67,15.28,24.29,11.62,0,0.85,0,0,0,0,0.03,0,0
8917,891750,-1791404,233.37,20.94,29.2,23.2,1147.48,529.74,6,19.09,0.03,264.07,15.15,24,0,0,1,0,0,0,0,0,0,0
9417,941750,-1791404,233.2,21.08,29,23.02,1105.23,513.54,7,69.65,0.06,252.86,14.92,23.74,0,0,1,0,0,0,0,0,0,0
9917,991750,-1791404,233.4,21.1,28.7,22.7,1078.36,505.12,8,117.62,0.07,250.55,14.7,23.4,0,0,1,0,0,0,0,0,0,0
1017,1041750,-1791404,228.35,20.23,28.29,22.41,1047.86,501.68,11,107.13,0.02,71.89,14.88,23.29,0,0,1,0,0,0,0,0,0,0
1017,1091750,-1791404,212.69,18.34,28.4,22.9,1003.92,477.34,12.66,67.56,0.08,56.21,16.3,23.6,0,0,1,0,0,0,0,0,0,0
1117,1141750,-1791404,201.6,15.8,28,22.9,1173.22,496.68,28.62,40.18,0.07,328.46,17.4,23.8,0,0,1,0,0,0,0,0,0,0
1117,1191750,-1791404,197.12,13.94,27.01,22.01,1616.94,873.94,76.27,178.68,0.05,24.09,17.61,23.19,10.28,0,0.85,0,0,0,0,0,0,0.05
1018,-1008250,-1841404,203.44,16.46,30.17,25,1134.13,145.37,14,49.7,0.06,292.04,18.48,25.36,22.1,0,0.74,0.03,0,0,0,0.01,0,0
9518,-958250,-1841404,232.59,17.99,28.93,23.05,1209.73,319.94,17.56,115.79,0.14,300.46,16.25,25.01,4.1,0,0.83,0,0.03,0,0,0.09,0,0
9018,-908250,-1841404,257.45,19.42,29.11,22.63,1183.49,300.46,16.38,69.36,0.28,298.05,15.49,23.74,0,0.02,0.98,0,0,0,0,0,0,0
8518,-858250,-1841404,279.7,20.54,28.91,21.82,1155.11,401.91,16.53,526.84,0.19,326.17,14.53,23.35,0,0,1,0,0,0,0,0,0,0
8018,-808250,-1841404,294.81,21.48,29.43,22,1061.99,269.29,14.67,373.38,0.13,31.84,14.45,23.48,0,0.38,0.62,0,0,0,0,0,0,0
7518,-758250,-1841404,306.77,22.21,30.19,22.41,952.66,246.22,12.19,428.13,0.07,55.7,14.7,23.49,0,1,0,0,0,0,0,0,0,0
7018,-708250,-1841404,314.81,22.67,30.76,22.8,859.15,226.27,11.45,284.29,0.12,81.37,14.97,23.95,0,1,0,0,0,0,0,0,0,0
6518,-658250,-1841404,318.54,23.05,31.73,23.63,763.73,210.05,7.54,157.21,0.16,70.47,15.53,24.47,0,1,0,0,0,0,0,0,0,0
6018,-608250,-1841404,323.24,23.41,31.83,23.63,756.34,231.96,5.71,65.92,0.08,30.95,15.42,25.35,0,0.98,0.01,0,0,0,0,0.01,0,0
5518,-558250,-1841404,329.11,23.82,31.82,23.48,724.62,207.51,5.46,170.03,0.06,353.76,15.02,25.54,0,0.41,0.43,0.16,0,0,0,0,0,0
5018,-508250,-1841404,337.12,24.16,31.59,23.03,798.78,230.44,7,54.76,0.05,349.38,14.43,25.36,0,0.61,0.24,0.15,0,0,0,0,0,0
4518,-458250,-1841404,341.84,24.46,31.74,23.14,763.65,221.95,5,166.49,0.04,317.5,14.34,24.54,0,0.45,0.28,0.27,0,0,0,0,0,0
4018,-408250,-1841404,352.48,24.87,30.76,21.86,789.49,249.32,6.08,57.59,0.07,357.04,12.99,25.22,0,0.4,0.49,0.1,0,0,0,0,0,0
3518,-358250,-1841404,362.68,25.55,30.44,21.37,783.08,378.78,7.96,203.47,0.09,348.33,12.08,24.61,0,0.23,0.35,0.42,0,0,0,0,0,0
3018,-308250,-1841404,372.33,26.29,31.2,21.9,729.69,346.48,7,198.12,0.02,7.4,12.21,23.8,0,0.74,0.03,0.23,0,0,0,0,0,0
2518,-258250,-1841404,373.01,26.6,30.78,21.45,739.81,362.22,8.31,167.04,0.04,247.92,11.67,24.34,0,0.08,0.16,0.75,0,0,0,0,0,0
2018,-208250,-1841404,374.26,26.68,30.33,20.92,749.11,376,10,208.62,0.04,278.38,11.22,23.8,0,0,0.97,0.03,0,0,0,0,0,0
1518,-158250,-1841404,371.64,26.55,30.4,21,733.61,365.1,8.47,220.27,0.04,3.64,11.35,23.73,0,0,1,0,0,0,0,0,0,0
1018,-108250,-1841404,363.75,26.36,30.4,21.2,720,350.63,7.37,205.05,0.05,13.99,11.5,23.8,0,0,1,0,0,0,0,0,0,0
5818,-58250,-1841404,363.9,26.17,30.3,21.14,715.96,339.43,7.64,192.87,0.04,350.36,11.53,23.8,0,0,1,0,0,0,0,0,0,0
8218,-8250,-1841404,369.26,26.26,30.27,20.9,717.27,333.66,7.66,216.6,0.05,5.24,11.5,23.73,0,0.13,0.87,0,0,0,0,0,0,0
4118,41750,-1841404,371.07,26,30.44,20.99,718.44,332.36,7,179.68,0.07,20.32,11.9,24,0,0.64,0.36,0,0,0,0,0,0,0
9118,91750,-1841404,367.61,25.66,30.45,21.11,728.29,335.61,6,183.92,0.08,28.1,12.24,24.04,0,0.93,0.07,0,0,0,0,0,0,0
1418,141750,-1841404,362.49,25.08,30.71,21.46,741.6,339.42,4.92,155.28,0.07,18.27,12.85,24.68,0,0.55,0.45,0,0,0,0,0,0,0
1918,191750,-1841404,355.19,24.18,30.62,21.53,776.14,347.31,5,194.65,0.07,42.89,13.36,24.64,0,0.5,0.5,0,0,0,0,0,0,0
2418,241750,-1841404,342.22,22.31,30.8,22.08,831.84,340.83,4,82.78,0.08,68.6,14.66,25.31,0,0.36,0.64,0,0,0,0,0,0,0
2918,291750,-1841404,331.94,20,30.6,22.1,929.73,338,4.96,3,0.04,45.28,15.81,25.99,37.58,0.39,0.23,0,0,0,0,0,0,0
3418,341750,-1841404,323.28,18.74,30.4,22.13,1000.92,356.36,5,2.95,0.02,10.43,16.36,26.2,71.62,0.09,0.12,0.07,0,0,0,0,0,0
8418,841750,-1841404,245.44,21.19,29.5,23.2,1118.92,422,7,10.18,0.02,286.29,15.1,24.3,0,0,1,0,0,0,0,0,0,0
8918,891750,-1841404,245.74,21.51,29.41,23.1,1079.33,513.9,6,28.21,0.03,279.8,14.9,24.1,0,0,1,0,0,0,0,0,0,0
9418,941750,-1841404,242.24,21.72,29.27,23.03,1044.97,501.09,6.3,47.08,0.04,267.16,14.8,23.9,0,0,1,0,0,0,0,0,0,0
9918,991750,-1841404,239.93,21.7,28.9,22.76,1019.82,494.57,8,91.7,0.07,272.67,14.58,23.56,0,0,1,0,0,0,0,0,0,0
1018,1041750,-1841404,235.06,21.19,28.48,22.39,995.55,485.08,10.98,233.92,0.05,322.41,14.59,23.15,0,0,1,0,0,0,0,0,0,0
1018,1091750,-1841404,224.28,19.54,27.79,21.97,995.15,474.06,15.95,155.41,0.12,5.9,15.05,23.19,0,0,1,0,0,0,0,0,0,0
1118,1141750,-1841404,211.89,16.71,27.41,22.01,1191.79,506.85,28.85,101.27,0.15,351.1,16.29,23.5,0,0,1,0,0,0,0,0,0,0
1118,1191750,-1841404,204.77,14.37,26.98,21.8,1711.1,898.49,76.66,173.26,0.12,46.43,17.21,23.28,2.4,0,0.93,0,0,0,0,0.01,0,0.04
1018,-1008250,-1891404,232.58,17.82,29.86,23.97,975.95,432.24,14.65,0,0.1,311.04,17.19,25.7,34.8,0,0.55,0.1,0,0,0,0,0,0
9518,-958250,-1891404,257.65,19.48,30.07,23.5,996.28,453.12,13.39,157.48,0.21,297.55,16.2,24.57,0,0,1,0,0,0,0,0,0,0
9018,-908250,-1891404,282.49,20.86,29.34,22.18,1023.98,476.27,15,495.62,0.29,293.37,14.61,23.52,0,0.04,0.96,0,0,0,0,0,0,0
8518,-858250,-1891404,306.98,21.91,28.26,20.57,1052.37,496.96,19.06,741.5,0.09,314.82,12.9,22.62,0,0.32,0.68,0,0,0,0,0,0,0
8018,-808250,-1891404,319.22,22.63,29.24,21.21,967.43,464.01,15.3,530.7,0.1,65.99,13.31,22.99,0,0.8,0.2,0,0,0,0,0,0,0
7518,-758250,-1891404,329.8,23.39,30.26,21.97,871.29,256.57,12.14,461.45,0.1,44.24,13.78,23.36,0,1,0,0,0,0,0,0,0,0
7018,-708250,-1891404,338.84,23.88,30.27,21.75,825.93,220.36,12,321.33,0.14,31.06,13.48,24.18,0,1,0,0,0,0,0,0,0,0
6518,-658250,-1891404,344.64,24.36,31.2,22.54,739.57,203.86,9.55,354.05,0.2,37.44,14.04,24.37,0,1,0,0,0,0,0,0,0,0
6018,-608250,-1891404,351.17,24.79,31.24,22.42,695.58,247.03,9.33,127.3,0.15,46.9,13.75,24.41,0,1,0,0,0,0,0,0,0,0
5518,-558250,-1891404,355.55,25.08,31.8,22.91,636.33,302.91,7,155.82,0.06,339.14,14.01,24.48,43.9,0.27,0,0.3,0,0,0,0,0,0
5018,-508250,-1891404,361.37,25.24,31.59,22.49,676.35,337.59,7.57,184.54,0.07,7.41,13.55,25.09,0,0.73,0,0.27,0,0,0,0,0,0
4518,-458250,-1891404,368.24,25.55,31.46,22.2,691.57,341.18,6.38,105.02,0.08,337.89,13.11,25.19,0,0.68,0,0.32,0,0,0,0,0,0
4018,-408250,-1891404,379.66,26.01,30.43,20.82,724.68,349.69,9,283.09,0.1,329.19,11.62,24.22,0,0.72,0,0.28,0,0,0,0,0,0
3518,-358250,-1891404,389.89,26.66,31.26,21.43,676.46,319.78,8,215.62,0.07,44.15,11.8,24.3,0,0.46,0,0.54,0,0,0,0,0,0
3018,-308250,-1891404,396.01,27.16,31.22,21.2,669.25,314,9,115.87,0.05,95.55,11.34,24.51,0,0.01,0,0.99,0,0,0,0,0,0
2518,-258250,-1891404,394.74,27.2,30.9,20.9,683.25,333.1,10,119.42,0.04,256.91,11.1,24.57,0,0,0.01,0.99,0,0,0,0,0,0
2018,-208250,-1891404,392.26,27.21,30.47,20.56,691.59,346.1,12,221.68,0.08,279.53,10.76,23.94,0,0.01,0.38,0.61,0,0,0,0,0,0
1518,-158250,-1891404,389.32,27.07,30.27,20.45,682.78,335.68,10.53,295.26,0.03,340.37,10.7,23.6,0,0,0.91,0.09,0,0,0,0,0,0
1018,-108250,-1891404,382.99,26.94,30.4,20.68,664.04,318.13,9,253.02,0.04,34.37,10.94,23.6,0,0,1,0,0,0,0,0,0,0
5818,-58250,-1891404,382.69,26.84,30.48,20.78,653.91,307.49,8,261.3,0.02,358.89,11.08,23.59,0,0.05,0.95,0,0,0,0,0,0,0
8218,-8250,-1891404,384.81,26.75,30.4,20.6,658.89,306.1,8.04,255.53,0.03,333.23,11.2,23.7,0,0.28,0.72,0,0,0,0,0,0,0
4118,41750,-1891404,386.32,26.64,30.21,20.41,672.08,313.29,8,299.44,0.04,13.8,11.16,23.52,0,0.68,0.32,0,0,0,0,0,0,0
9118,91750,-1891404,383.71,26.32,30.5,20.74,674.45,317.41,7,226.37,0.06,38.61,11.64,24.01,0,0.77,0.23,0,0,0,0,0,0,0
1418,141750,-1891404,381.23,26,30.53,20.83,685.28,325.68,6,186.91,0.05,55.32,11.93,24.29,0,0.54,0.46,0,0,0,0,0,0,0
1918,191750,-1891404,372.25,25.61,30.84,21.4,690.29,330.44,5.03,137.85,0.07,90.8,12.6,24.54,0,0.41,0.59,0,0,0,0,0,0,0
2418,241750,-1891404,366.54,24.21,30.31,21.01,749.8,336.04,5.91,47.41,0.06,75.03,12.9,24.93,0,0.44,0.56,0,0,0,0,0,0,0
2918,291750,-1891404,354.1,22.03,30.44,21.44,818.55,329.9,5,48.45,0.06,9.31,14.27,25.47,0,0.12,0.88,0,0,0,0,0,0,0
3418,341750,-1891404,345.06,20.63,30.05,21.3,898.8,343.5,6,46.59,0.07,9.91,14.74,25.88,2.38,0.01,0.97,0,0,0,0,0,0,0
3918,391750,-1891404,334.81,19.55,30.14,21.67,958.88,365.32,5.18,23.96,0.06,28.25,15.46,25.91,37.4,0.07,0.53,0.02,0,0,0,0,0,0
8418,841750,-1891404,258.81,21.58,29.71,23.11,1035.67,497.88,6,13.16,0.02,280.27,15,24.4,0,0,1,0,0,0,0,0,0,0
8918,891750,-1891404,257.15,22.02,29.7,23.08,1011.29,490.76,6,35.11,0.03,282.67,14.78,24.11,0,0,1,0,0,0,0,0,0,0
9418,941750,-1891404,253.62,22.3,29.5,23,989.03,483.92,7,61.77,0.04,281.37,14.6,23.89,0,0,1,0,0,0,0,0,0,0
9918,991750,-1891404,246.02,22.17,29.22,22.87,976.77,480.25,9,102.8,0.07,260.74,14.57,23.59,0,0,1,0,0,0,0,0,0,0
1018,1041750,-1891404,242.14,21.78,28.6,22.39,981.97,478,13.66,168.8,0.07,249.61,14.32,23.25,0,0,1,0,0,0,0,0,0,0
1018,1091750,-1891404,233.3,20.45,27.74,21.72,1048.52,488.99,21,247.59,0.08,286.4,14.33,22.99,0,0,1,0,0,0,0,0,0,0
1118,1141750,-1891404,227.16,18.01,26.22,20.42,1272.32,531.43,40.73,418.39,0.13,331.53,14.21,21.35,0,0,1,0,0,0,0,0,0,0
1118,1191750,-1891404,215.5,15.39,26.9,21.4,1771.81,924.18,79.06,260.14,0.22,41.13,16.4,22.64,0,0,0.66,0,0,0,0,0,0,0.34
1019,-1058250,-1941404,246.47,18.23,30.37,24.17,747.63,330.84,12.65,144.78,0.05,283.67,17.27,25.49,30.4,0,0.54,0.16,0,0,0,0,0,0
1019,-1008250,-1941404,266.47,19.83,30.37,23.6,814.39,372.31,12.57,145,0.07,289.94,16.19,25.46,21.42,0,0.74,0,0.04,0,0,0,0,0
9519,-958250,-1941404,291.03,21.34,29.69,22.32,883.06,410.57,15.51,227.08,0.21,273.91,14.52,25.44,0,0.03,0.97,0,0,0,0,0,0,0
9019,-908250,-1941404,312.73,22.53,29.23,21.34,903.81,427.45,16.3,424.67,0.19,250,13.27,23.36,0,0.34,0.66,0,0,0,0,0,0,0
8519,-858250,-1941404,331.24,23.45,29.36,21,874.78,421.22,15.51,509.26,0.16,179.92,12.72,22.73,0,0.94,0.06,0,0,0,0,0,0,0
8019,-808250,-1941404,343.79,24.01,29.63,20.93,845.12,411.08,15,490.57,0.11,180.28,12.62,23.03,0,1,0,0,0,0,0,0,0,0
7519,-758250,-1941404,356.2,24.54,30.11,21.14,795.15,391.26,12,506.21,0.05,338.47,12.73,23.4,0,1,0,0,0,0,0,0,0,0
7019,-708250,-1941404,363.12,24.93,30.16,21.03,765.06,377.55,12.38,511.18,0.13,11.06,12.51,23.59,0,1,0,0,0,0,0,0,0,0
6519,-658250,-1941404,370.86,25.48,30.44,21.16,724.94,357.54,12,478.2,0.19,46.38,12.36,23.97,0,1,0,0,0,0,0,0,0,0
6019,-608250,-1941404,373.57,26.03,31.73,22.33,632.72,311,9.44,284.77,0.2,48.91,13.14,24.6,0,0.96,0,0.04,0,0,0,0,0,0
5519,-558250,-1941404,378.36,26.07,31.53,22,627.19,309.19,9,112.51,0.12,359.71,12.85,25.38,4.1,0.57,0,0.35,0,0,0,0.04,0,0
5019,-508250,-1941404,387.12,26.2,30.78,21.06,656.87,318.63,10.61,323.42,0.07,19.79,11.96,24.74,0,0.64,0,0.36,0,0,0,0,0,0
4519,-458250,-1941404,393.15,26.4,30.65,20.77,644.46,306.41,10.1,156.5,0.08,321.42,11.54,25.08,0,0.93,0,0.07,0,0,0,0,0,0
4019,-408250,-1941404,402.86,26.88,30.5,20.4,650.2,306.1,11,338.78,0.08,321.15,11.01,23.68,0,0.95,0,0.05,0,0,0,0,0,0
3519,-358250,-1941404,407.93,27.25,30.93,20.7,643.5,302.52,11,263.52,0.11,61.65,11,24.43,0,0.71,0,0.29,0,0,0,0,0,0
3019,-308250,-1941404,411.45,27.6,31.3,20.92,640.78,304.25,12,170.21,0.08,55.71,11.07,24.7,0,0.03,0,0.97,0,0,0,0,0,0
2519,-258250,-1941404,412.27,27.68,30.72,20.32,650.93,313.9,13,127.35,0.05,309.11,10.5,24.52,0,0.01,0,0.99,0,0,0,0,0,0
2019,-208250,-1941404,407.63,27.6,30.6,20.3,638.29,310.22,11.93,246.51,0.08,275.84,10.5,23.99,0,0.07,0,0.93,0,0,0,0,0,0
1519,-158250,-1941404,408.13,27.68,30.68,20.32,622.28,297.59,11,277.35,0.02,205.04,10.52,23.66,0,0.5,0.05,0.44,0,0,0,0,0,0
1019,-108250,-1941404,403.17,27.59,30.71,20.5,600.96,280.83,9,261.9,0.03,132.37,10.71,23.63,0,0.3,0.39,0.31,0,0,0,0,0,0
5819,-58250,-1941404,402.25,27.51,30.72,20.47,594.74,271.28,10,230.3,0.02,171.39,10.87,23.67,0,0.06,0.56,0.38,0,0,0,0,0,0
8219,-8250,-1941404,400.2,27.28,30.9,20.67,598.79,274.26,9,248.5,0.02,222.66,11.19,23.6,0,0.67,0.13,0.2,0,0,0,0,0,0
4119,41750,-1941404,400.48,27.04,30.7,20.48,610.49,285.77,8,257.58,0.02,189.37,11.16,23.67,0,0.99,0,0.01,0,0,0,0,0,0
9119,91750,-1941404,400.48,26.85,30.42,20.27,627.49,299.41,8,271.82,0.02,56.64,11.11,23.8,0,1,0,0,0,0,0,0,0,0
1419,141750,-1941404,396.4,26.53,30.5,20.46,634.1,306.94,7,238.2,0.07,43.88,11.46,23.93,0,0.71,0.27,0.02,0,0,0,0,0,0
1919,191750,-1941404,391.81,26.09,30.4,20.49,651.19,313.11,7,144.25,0.1,37.11,11.61,24.49,0,0.39,0.57,0.04,0,0,0,0,0,0
2419,241750,-1941404,384.7,24.96,30.24,20.56,684.36,314.27,6,93.78,0.11,9.21,12.16,24.58,0,0.89,0.11,0,0,0,0,0,0,0
2919,291750,-1941404,376.89,23.54,30.19,20.67,734.33,313.7,6.67,133.34,0.12,359.46,12.92,24.92,0,0.48,0.52,0,0,0,0,0,0,0
3419,341750,-1941404,366.96,22.19,29.86,20.57,800.26,323.77,7,112.71,0.11,9.84,13.39,25.34,0,0,1,0,0,0,0,0,0,0
3919,391750,-1941404,358.01,21.13,29.48,20.47,866.82,342.92,7.02,105.69,0.11,29.91,13.67,25.42,0,0,1,0,0,0,0,0,0,0
4419,441750,-1941404,347.65,20.29,30.1,21.34,922.94,368.22,7,23.6,0.08,43.25,14.78,25.76,24.78,0.13,0.62,0,0,0,0,0,0,0
7919,791750,-1941404,275.16,21.5,29.96,23,980.08,472.95,6,3.52,0.01,300.11,15.1,24.6,21.72,0,0.78,0,0,0,0,0,0,0
8419,841750,-1941404,273.11,22.09,30,23,959.72,467.68,7,16.09,0.02,298.6,14.9,24.46,0,0,1,0,0,0,0,0,0,0
8919,891750,-1941404,272.95,22.58,29.9,22.92,945.84,464.92,7,36.73,0.03,295.89,14.62,24.2,0,0,1,0,0,0,0,0,0,0
9419,941750,-1941404,267.1,22.8,29.7,22.8,939.5,464.94,7,65.33,0.04,294.21,14.4,23.9,0,0,1,0,0,0,0,0,0,0
9919,991750,-1941404,256.46,22.62,29.3,22.69,944.48,468.24,9,99.27,0.05,289.34,14.3,23.63,0,0,1,0,0,0,0,0,0,0
1019,1041750,-1941404,248.76,21.97,29,22.6,974.49,476.35,12.1,125.38,0.06,273.88,14.53,23.39,0,0,1,0,0,0,0,0,0,0
1019,1091750,-1941404,240.17,20.69,27.99,21.82,1059.99,496.85,20.52,197.18,0.12,272.62,14.3,23.12,0,0,1,0,0,0,0,0,0,0
1119,1141750,-1941404,235.52,18.5,27.11,21.11,1301.22,554.9,39.57,279.47,0.16,287.86,14.63,21.24,0,0,1,0,0,0,0,0,0,0
1119,1191750,-1941404,231.36,16.58,25.85,19.99,1711.98,894.5,90.35,603.21,0.17,40.9,14.49,19.7,0,0,0.46,0,0,0,0,0,0,0.55
1119,-1158250,-1991404,267.02,18.88,30.01,23.41,626.2,256.03,19.9,41.55,0.04,17.81,15.97,25.52,56.2,0,0.44,0,0,0,0,0,0,0
1019,-1058250,-1991404,287.91,20.88,30.81,23.54,647.21,294.08,11.97,6.01,0.06,231.26,15.59,25.73,0,0.15,0.48,0.38,0,0,0,0,0,0
1019,-1008250,-1991404,303.98,22.13,30.65,22.95,709.41,335.96,12.73,77.3,0.09,226.03,14.69,25.39,0,0.01,0.3,0.69,0,0,0,0,0,0
9519,-958250,-1991404,324.73,23.37,30.45,22.25,751.95,356.89,14.95,174.96,0.2,240.81,13.68,24.6,0,0.45,0.45,0.1,0,0,0,0,0,0
9019,-908250,-1991404,345.47,24.37,29.48,20.8,800.29,380.77,18,483.11,0.17,225.28,12.11,24.44,0,0.77,0.23,0,0,0,0,0,0,0
8519,-858250,-1991404,358.39,25.21,30.61,21.51,732.17,356.2,13.9,289.38,0.11,166.23,12.62,23.65,0,1,0,0,0,0,0,0,0,0
8019,-808250,-1991404,368.93,25.39,30.43,21.14,718.62,354.47,12.43,314.6,0.13,226.85,12.34,23.81,0,1,0,0,0,0,0,0,0,0
7519,-758250,-1991404,376.43,25.5,30.21,20.75,710.86,351.96,12.5,579.34,0.12,246.94,12.01,23.31,0,1,0,0,0,0,0,0,0,0
7019,-708250,-1991404,386.31,25.61,29.68,19.98,721.93,355.73,14.78,600.68,0.02,153.25,11.37,23.12,0,1,0,0,0,0,0,0,0,0
6519,-658250,-1991404,391.51,26.04,30.41,20.6,674.62,331.81,13.75,568.51,0.13,91.52,11.74,23.39,0,1,0,0,0,0,0,0,0,0
6019,-608250,-1991404,396.03,26.47,31.06,21.13,628.24,308.06,12.39,311.34,0.12,78.41,11.99,24.25,0,1,0,0,0,0,0,0,0,0
5519,-558250,-1991404,400.45,26.69,31.81,21.75,570.72,281.15,9,469.85,0.04,44.53,12.46,23.8,0,0.99,0,0.01,0,0,0,0,0,0
5019,-508250,-1991404,408.79,26.9,31.38,21.08,561.49,266.64,9.19,180.86,0.06,11.61,11.78,25.08,0,1,0,0,0,0,0,0,0,0
4519,-458250,-1991404,415.16,27.17,30.73,20.32,554.94,254.58,9.45,264.81,0.12,325.61,10.92,23.94,0,0.85,0,0.15,0,0,0,0,0,0
4019,-408250,-1991404,420.22,27.48,30.48,19.94,577.36,265.23,11,384.64,0.07,357.79,10.38,23.88,0,0.88,0,0.12,0,0,0,0,0,0
3519,-358250,-1991404,425.13,27.71,30.81,20.11,600.27,280.56,12.93,302.27,0.1,69.58,10.5,24,0,0.28,0,0.72,0,0,0,0,0,0
3019,-308250,-1991404,427.23,27.92,31.03,20.28,624.01,296.47,14,208.35,0.08,55.97,10.58,24.31,0,0.01,0,0.99,0,0,0,0,0,0
2519,-258250,-1991404,426.57,28,31.1,20.3,601.28,286.46,13,181.5,0.03,339.13,10.5,24.57,0,0.09,0,0.91,0,0,0,0,0,0
2019,-208250,-1991404,424.14,28,30.9,20.2,586.91,278.4,13,244.2,0.04,261.7,10.4,24.1,0,0.39,0,0.61,0,0,0,0,0,0
1519,-158250,-1991404,422.99,27.9,30.99,20.29,568,266,10.89,243.07,0.02,181.95,10.6,23.9,0,0.92,0,0.08,0,0,0,0,0,0
1019,-108250,-1991404,421.78,27.96,31.1,20.4,548.64,249.62,9,230.73,0.03,140.98,10.74,23.93,0,0.55,0.01,0.44,0,0,0,0,0,0
5819,-58250,-1991404,420.37,28.1,31.17,20.46,545.69,238.25,10.06,222.7,0.02,173.29,10.87,23.95,0,0.01,0,0.99,0,0,0,0,0,0
8219,-8250,-1991404,421.2,27.78,31,20.31,554.64,249.8,10,237.17,0.02,225.99,10.91,24,0,0.06,0,0.94,0,0,0,0,0,0
4119,41750,-1991404,415.72,27.38,30.87,20.27,563.34,263.13,9,247.38,0.02,195.99,10.99,24,0,0.14,0,0.86,0,0,0,0,0,0
9119,91750,-1991404,416.12,27.15,30.65,20.1,577.52,277.52,9,237.98,0.02,211.27,10.95,24,0,0.54,0,0.46,0,0,0,0,0,0
1419,141750,-1991404,413.32,26.9,30.3,19.9,599.34,292.18,10,288.36,0.01,61.16,10.8,24.01,0,0.64,0.01,0.35,0,0,0,0,0,0
1919,191750,-1991404,409.45,26.37,30.28,19.98,605.11,293.63,8.24,258.93,0.05,28.05,11.11,24.16,0,0.51,0.35,0.15,0,0,0,0,0,0
2419,241750,-1991404,404.27,25.7,29.96,19.77,628.67,293.52,8.64,280.46,0.08,356.83,11.22,24.3,0,0.9,0.1,0,0,0,0,0,0,0
2919,291750,-1991404,398.53,24.64,29.6,19.54,669.03,296.92,9,243.37,0.09,1.96,11.46,24.35,0,0.94,0.06,0,0,0,0,0,0,0
3419,341750,-1991404,388.82,23.55,29.5,19.69,713.76,301.72,9,251.3,0.09,11.12,12.07,24.42,0,0.4,0.6,0,0,0,0,0,0,0
3919,391750,-1991404,378.61,22.68,29.43,19.85,762.25,313.62,8.04,189.61,0.12,31.94,12.53,24.7,0,0.01,0.99,0,0,0,0,0,0,0
4419,441750,-1991404,366.77,21.87,29.87,20.6,805.68,332.5,7.21,106.53,0.13,46.49,13.47,25.26,0,0.02,0.98,0,0,0,0,0,0,0
4919,491750,-1991404,354.69,21.21,29.91,21,869.39,370.54,8,34.35,0.07,45.73,13.99,25.5,0,0.7,0.3,0,0,0,0,0,0,0
5419,541750,-1991404,342.08,20.93,29.9,21.3,920.87,404.08,7.65,18.99,0.03,45.21,14.23,25.45,32.28,0.43,0.24,0,0,0,0,0,0,0
