ID,LAT,LONG,T_SEASON,TDIFF,T_SUMMER,T_WINTER,PRE_YEAR,PRE_SUMMER,PRE_WINTER,ELEV,SLOPE,ASPECT,TMIN_JUL,TMIN_JAN,PERC_SEA,SHRUB,SAVANNA,GRASS,LAKE,CROP,URBAN,MOSAIC,BARE,FOREST
1328,1391750,-2891404,526.62,29.7,23.69,10.27,734.8,316.52,98.7,779.38,0.19,359.97,1.69,17.85,0,0,1,0,0,0,0,0,0,0
1428,1441750,-2891404,510.2,29.41,26.39,13.39,675.17,304.96,83.57,398.54,0.3,46.58,4.49,19.62,0,0,1,0,0,0,0,0,0,0
1428,1491750,-2891404,498.37,28.8,25.59,12.91,700.57,307.74,92.24,230.07,0.19,40.12,4.18,20.7,0,0,0.96,0,0,0,0,0.04,0,0
1528,1541750,-2891404,483.15,28.3,26.25,13.9,685.47,298.96,90.99,189.18,0.13,15.52,5.15,20.59,0,0,1,0,0,0,0,0,0,0
1528,1591750,-2891404,467.43,27.81,26.51,14.61,658.72,279.91,86.88,111.28,0.14,14.79,5.71,20.76,0,0,1,0,0,0,0,0,0,0
1628,1641750,-2891404,452.96,26.83,25,13.38,691.29,289.98,96.03,217.14,0.15,313.84,4.96,20.01,0,0,1,0,0,0,0,0,0,0
1628,1691750,-2891404,423.75,24.92,24.33,13.47,797.2,345.36,105.41,477.27,0.1,13.78,5.71,19.54,0,0,0.87,0,0,0,0,0,0,0.13
1728,1741750,-2891404,384.93,22.13,23.97,14.14,1047.3,451.25,135.26,156.14,0.21,56.21,7.37,20.42,0,0,0.9,0,0,0,0,0,0,0.1
1728,1791750,-2891404,343.1,19.35,25.84,17.09,1130.38,503.03,150.41,118.69,0.12,55.82,11.15,21.37,47.5,0,0.49,0,0.03,0,0,0,0,0
2029,-2008250,-2941404,434.43,24.07,28.19,16.9,218.34,60.51,101.76,4.01,0.03,264.78,10.65,22.6,0,0.99,0,0,0,0,0,0,0.01,0
1929,-1958250,-2941404,494.34,27.12,29.51,16.8,224.11,76.07,88.93,44.75,0.08,256.65,10,23,0,1,0,0,0,0,0,0,0,0
1929,-1908250,-2941404,554.2,29.88,30.59,16.41,210.58,76.58,77.72,133.8,0.14,250.59,9.31,23.06,0,1,0,0,0,0,0,0,0,0
1829,-1858250,-2941404,592.11,31.91,31.57,16.48,201.82,75.08,73,336.61,0.08,223.19,9.09,22.95,0,1,0,0,0,0,0,0,0,0
1829,-1808250,-2941404,607.58,32.47,31.8,16.3,203.04,65.06,70.96,223.32,0.06,212.92,8.8,23.77,0,1,0,0,0,0,0,0,0,0
1729,-1758250,-2941404,620.18,32.68,31.68,15.8,210.7,68.51,67.19,331.13,0.09,248.59,8.25,24.15,0,1,0,0,0,0,0,0,0,0
1729,-1708250,-2941404,627.5,32.7,31.6,15.5,212.47,70.47,62.47,365.38,0.06,250.7,7.9,24.28,0,1,0,0,0,0,0,0,0,0
1629,-1658250,-2941404,630.85,32.62,31.4,15.25,210.28,70.74,59,418.79,0.05,262.45,7.55,24.4,0,1,0,0,0,0,0,0,0,0
1629,-1608250,-2941404,640.02,32.71,31.25,14.9,204.96,74.46,56.5,439.95,0.04,267.05,7.1,24.5,0,1,0,0,0,0,0,0,0,0
1529,-1558250,-2941404,645.59,32.9,30.95,14.45,202.28,79,53.28,442.48,0.05,268.99,6.47,24.7,0,1,0,0,0,0,0,0,0,0
1529,-1508250,-2941404,653.25,33.47,30.63,13.97,206.4,81.12,52.12,564.15,0.06,262.11,5.66,24.31,0,1,0,0,0,0,0,0,0,0
1429,-1458250,-2941404,655.97,33.61,30.3,13.6,220.54,84.58,52.94,519.25,0.03,215.43,5.2,24.08,0,1,0,0,0,0,0,0,0,0
1429,-1408250,-2941404,648.21,33.24,30.21,13.7,236.39,92.12,52,597.93,0.03,172.76,5.4,23.72,0,1,0,0,0,0,0,0,0,0
1329,-1358250,-2941404,644.05,33.05,30.2,13.8,243,96,50,605.23,0.02,157.3,5.55,23.5,0,1,0,0,0,0,0,0,0,0
1329,-1308250,-2941404,642.28,33.04,30.1,13.7,245.77,99.62,47.87,599.87,0.01,131.62,5.5,23.42,0,1,0,0,0,0,0,0,0,0
1229,-1258250,-2941404,639.97,33,30.19,13.87,241.33,100.45,45,581.72,0.02,111.19,5.6,23.63,0,1,0,0,0,0,0,0,0,0
1229,-1208250,-2941404,637.26,32.92,30.22,14,221.25,92.38,39.94,542.61,0.04,108.69,5.78,23.53,0,1,0,0,0,0,0,0,0,0
1129,-1158250,-2941404,634.83,32.9,30.2,14,196.58,80.44,36,510.34,0.04,117.91,5.8,23.51,0,1,0,0,0,0,0,0,0,0
1129,-1108250,-2941404,631.8,32.8,30.22,14.12,173.18,68,32.59,483.17,0.04,107.46,5.92,23.7,0,1,0,0,0,0,0,0,0,0
1029,-1058250,-2941404,630.36,32.8,30.07,14.03,171.71,66,33,434.42,0.01,74.67,5.8,23.75,0,1,0,0,0,0,0,0,0,0
1029,-1008250,-2941404,628.36,32.78,29.97,13.99,171,65,34,469.62,0.02,306.85,5.74,23.39,0,1,0,0,0,0,0,0,0,0
9529,-958250,-2941404,626.8,32.72,29.98,14.01,170.98,64,35.19,461.34,0.02,50.25,5.76,23.45,0,1,0,0,0,0,0,0,0,0
9029,-908250,-2941404,627.89,32.75,29.93,14.03,167.16,61.48,35.68,454.16,0.01,94.61,5.78,23.39,0,1,0,0,0,0,0,0,0,0
8529,-858250,-2941404,628.97,32.7,29.89,13.99,169.03,60.01,39,441.49,0,143.15,5.79,23.2,0,1,0,0,0,0,0,0,0,0
8029,-808250,-2941404,632.57,32.7,29.52,13.54,181.49,62.76,44.15,419.64,0.02,303.63,5.42,23.4,0,1,0,0,0,0,0,0,0,0
7529,-758250,-2941404,637,32.75,29.55,13.5,180.05,61.52,46,479.79,0.05,282.69,5.4,23.04,0,1,0,0,0,0,0,0,0,0
7029,-708250,-2941404,630.64,32.58,29.3,13.39,189.89,64.89,47,537.24,0.02,244.75,5.31,22.95,0,1,0,0,0,0,0,0,0,0
6529,-658250,-2941404,621.79,32.21,28.99,13.28,203.91,72,44,531.09,0.04,196.26,5.3,22.51,0,1,0,0,0,0,0,0,0,0
6029,-608250,-2941404,612.79,31.97,28.97,13.48,209.75,75.01,39.72,554.59,0.05,211.93,5.5,22.55,0,1,0,0,0,0,0,0,0,0
5529,-558250,-2941404,605.48,31.86,28.5,13.11,228.44,82.22,39.13,546.97,0.04,210.72,5.14,22.16,0,1,0,0,0,0,0,0,0,0
5029,-508250,-2941404,604.3,32.06,27.71,12.36,259.2,91.64,43.28,587.26,0.08,219.78,4.31,21.7,0,1,0,0,0,0,0,0,0,0
4529,-458250,-2941404,605.6,32.38,27.33,11.93,281.64,98.78,45.55,638.16,0.1,219.18,3.66,21.1,0,1,0,0,0,0,0,0,0,0
4029,-408250,-2941404,609.15,32.7,26.17,10.68,329.08,111.24,54,688.7,0.05,207.82,2.3,20.5,0,1,0,0,0,0,0,0,0,0
3529,-358250,-2941404,604.23,33,27.2,11.79,293.99,102,43.66,698.1,0.02,93.91,3.09,20.13,0,1,0,0,0,0,0,0,0,0
3029,-308250,-2941404,611.77,33.33,26.76,11.19,307.53,106.06,46.68,685.44,0.04,67.91,2.29,19.7,0,1,0,0,0,0,0,0,0,0
2529,-258250,-2941404,614.62,33.51,26.84,11.2,286.64,101.64,43,634.2,0.04,29.83,2.2,19.97,0,1,0,0,0,0,0,0,0,0
2029,-208250,-2941404,616.87,33.39,27.18,11.39,262.4,96.92,39.48,641.07,0.06,15.97,2.49,19.95,0,1,0,0,0,0,0,0,0,0
1529,-158250,-2941404,619.16,32.94,27.24,11.44,262.26,97,39.38,591.27,0.07,28.42,2.8,20.13,0,1,0,0,0,0,0,0,0,0
1029,-108250,-2941404,613.72,32.2,27.82,12.16,246.24,90.23,35,575.5,0.07,56.38,3.82,20.32,0,1,0,0,0,0,0,0,0,0
5829,-58250,-2941404,615,31.92,28.29,12.58,227.91,82.89,32.13,527.9,0.06,88.41,4.42,20.69,0,1,0,0,0,0,0,0,0,0
8229,-8250,-2941404,619.24,32.2,28.5,12.74,201.5,73.13,32.1,483.46,0.09,94.83,4.54,20.9,0,1,0,0,0,0,0,0,0,0
4129,41750,-2941404,619.48,32.4,29.1,13.3,167.37,61.94,29,347.21,0.11,91.94,5,21.5,0,1,0,0,0,0,0,0,0,0
9129,91750,-2941404,623.82,32.7,29.39,13.49,151.19,54.74,29.53,223.82,0.08,92.45,5.19,22.1,0,1,0,0,0,0,0,0,0,0
1429,141750,-2941404,625.88,32.81,29.65,13.66,138.42,50.28,28.43,169.54,0.06,94.64,5.35,22.4,0,1,0,0,0,0,0,0,0,0
1929,191750,-2941404,625.81,32.99,30,14.05,134,50,26,128.84,0.05,108.96,5.61,22.7,0,1,0,0,0,0,0,0,0,0
2429,241750,-2941404,625.87,32.94,30.17,14.16,136.76,51.68,26.37,98.8,0.04,136.83,5.76,22.9,0,1,0,0,0,0,0,0,0,0
2929,291750,-2941404,625.59,32.88,30.2,14.2,141.47,54.47,27,83.37,0.03,140.65,5.82,23,0,1,0,0,0,0,0,0,0,0
3429,341750,-2941404,625.79,32.8,30.39,14.36,148,59,26,58.8,0.03,130.29,6,23.1,0,1,0,0,0,0,0,0,0,0
3929,391750,-2941404,625.74,32.6,30.4,14.4,153.97,63,26.04,37.85,0.02,137.85,6.1,23.3,0,1,0,0,0,0,0,0,0,0
4429,441750,-2941404,619.46,32.37,30.3,14.5,162.18,67.12,28,36.91,0.01,186.61,6.23,23.4,0,1,0,0,0,0,0,0,0,0
4929,491750,-2941404,620.69,32.18,30.3,14.42,172.3,71.09,29,41.17,0.02,216.25,6.32,23.4,0,1,0,0,0,0,0,0,0,0
5429,541750,-2941404,619.14,31.95,30.35,14.46,179.7,74.53,30.18,54.42,0.02,224.67,6.4,23.26,0,0.97,0,0,0,0,0,0,0.03,0
5929,591750,-2941404,617.08,31.75,30.31,14.51,180.43,78.05,29,68.32,0.01,184.91,6.53,23.6,0,0.99,0,0,0,0,0,0,0.01,0
6429,641750,-2941404,620.13,31.6,30.23,14.35,187.63,83.74,28,58.55,0.02,302.24,6.45,23.8,0,1,0,0,0,0,0,0,0,0
6929,691750,-2941404,619.18,31.5,30.3,14.4,199.42,90.46,29,75.41,0.04,314.01,6.5,23.9,0,1,0,0,0,0,0,0,0,0
7429,741750,-2941404,616.78,31.41,30.15,14.3,215.83,97.92,32.46,118.14,0.01,300.93,6.39,23.89,0,1,0,0,0,0,0,0,0,0
7929,791750,-2941404,617.35,31.32,30.3,14.5,228.07,101.14,34,115.82,0.02,204.96,6.5,23.9,0,1,0,0,0,0,0,0,0,0
8429,841750,-2941404,617.76,31.4,30.3,14.5,252.92,100.79,35.99,113,0.02,249.85,6.4,24,0,1,0,0,0,0,0,0,0,0
8929,891750,-2941404,610.35,31.32,30.09,14.45,287.32,114.69,39,139.69,0.04,292.55,6.28,23.9,0,1,0,0,0,0,0,0,0,0
9429,941750,-2941404,609.48,31.27,29.7,14.1,327.78,133.68,43,182.7,0.06,292.7,5.89,23.6,0,1,0,0,0,0,0,0,0,0
9929,991750,-2941404,602.82,31.2,29.13,13.73,374.49,152.49,50.09,269.91,0.05,280.25,5.4,22.7,0,1,0,0,0,0,0,0,0,0
1029,1041750,-2941404,593.81,31.06,28.94,13.76,415.11,172.01,54.5,262.47,0.04,235.87,5.29,22.59,0,1,0,0,0,0,0,0,0,0
1029,1091750,-2941404,588.04,31.05,28.11,13.12,460.83,193.44,59.72,278.18,0.07,241.77,4.56,22.05,0,1,0,0,0,0,0,0,0,0
1129,1141750,-2941404,579.59,31.09,27.74,12.95,486.34,206.13,66,421.54,0.05,246.87,4.15,21.64,0,1,0,0,0,0,0,0,0,0
1129,1191750,-2941404,571.58,31.12,27.4,12.8,498.92,203.92,69.08,376.55,0.04,219.43,3.79,20.85,0,1,0,0,0,0,0,0,0,0
1229,1241750,-2941404,564.58,31.12,26.71,12.31,521.21,205.02,75.82,412.01,0.08,233.98,3.19,20.29,0,0.98,0.02,0,0,0,0,0,0,0
1229,1291750,-2941404,557.21,30.96,25.82,11.59,597.04,250.5,84.11,494.02,0.09,238.45,2.57,19.43,0,0.32,0.68,0,0,0,0,0,0,0
1329,1341750,-2941404,546.65,30.67,25.48,11.51,651.16,283.21,86.73,545.64,0.1,227.72,2.54,19,0,0.03,0.97,0,0,0,0,0,0,0
1329,1391750,-2941404,536.2,30.34,25.51,11.82,661.39,287.91,86.72,626.16,0.1,215.1,2.87,18.39,0,0,1,0,0,0,0,0,0,0
1429,1441750,-2941404,525.32,29.85,25.25,11.85,670.52,290.48,93.09,844.51,0.17,85.77,3,19.17,0,0,1,0,0,0,0,0,0,0
1429,1491750,-2941404,514.02,29.3,25.3,12.16,679.17,290.03,96.53,316.48,0.18,52.64,3.44,19.83,0,0,1,0,0,0,0,0,0,0
1529,1541750,-2941404,500.51,28.74,26.12,13.38,671.68,284.69,94,522.8,0.11,17.74,4.58,19.14,0,0,1,0,0,0,0,0,0,0
1529,1591750,-2941404,486.1,28.26,26.04,13.68,682.11,279.73,97.07,372.43,0.1,30.32,4.88,19.95,0,0,1,0,0,0,0,0,0,0
1629,1641750,-2941404,469.42,27.46,24.64,12.64,695.93,285.39,105.61,334.36,0.06,313,4.14,19.57,0,0,0.96,0.04,0,0,0,0,0,0
1629,1691750,-2941404,443.83,26.38,25.05,13.71,738.24,309.5,102.97,300.6,0.01,65.72,5.37,18.8,0,0,0.97,0,0,0,0,0,0,0.03
1729,1741750,-2941404,404.75,23.83,24.44,14.1,969.48,413.31,127.63,369.2,0.15,81.16,6.6,19.2,0,0,0.85,0,0,0,0,0,0,0.15
1729,1791750,-2941404,362.82,21.07,25.32,16.12,1052.76,454.56,133.81,70.07,0.17,80.93,9.33,20.69,6.88,0,0.87,0,0,0,0,0.01,0,0.06
2029,-2008250,-2991404,430.87,23.93,27.77,16.59,216.54,45.91,107.59,0,0.02,253.39,10.45,22.3,17.58,0.82,0,0,0,0,0,0,0,0
1929,-1958250,-2991404,491.22,26.96,29.12,16.47,209.27,57.18,94.08,36.67,0.06,249.18,9.87,22.51,0,1,0,0,0,0,0,0,0,0
1929,-1908250,-2991404,552.47,29.68,30.35,16.15,205.88,63.88,84.41,91,0.11,241.17,9.19,22.8,0,1,0,0,0,0,0,0,0,0
1829,-1858250,-2991404,596.28,31.79,30.96,15.76,203.23,69.04,79.01,150.56,0.09,231.11,8.58,23.28,0,1,0,0,0,0,0,0,0,0
1829,-1808250,-2991404,610.67,32.38,31.32,15.72,199.81,68.52,76.02,203.21,0.06,249.4,8.42,23.62,0,1,0,0,0,0,0,0,0,0
1729,-1758250,-2991404,623.39,32.6,31.1,15.14,205.53,60.61,72,289.46,0.08,264.82,7.74,23.8,0,1,0,0,0,0,0,0,0,0
1729,-1708250,-2991404,630.78,32.59,30.9,14.71,209.18,62.24,66.1,373.83,0.06,257.5,7.31,24.1,0,1,0,0,0,0,0,0,0,0
1629,-1658250,-2991404,637.29,32.5,30.8,14.5,202.85,62.67,64.43,412.38,0.06,251.07,7.1,24.3,0,1,0,0,0,0,0,0,0,0
1629,-1608250,-2991404,640.27,32.32,30.8,14.4,195.52,66.88,58.88,507.47,0.04,243.04,6.98,24.24,0,1,0,0,0,0,0,0,0,0
1529,-1558250,-2991404,641.76,32.31,30.6,14.2,199.72,74.44,56.02,515.5,0.05,249.95,6.6,24.3,0,1,0,0,0,0,0,0,0,0
1529,-1508250,-2991404,646.63,32.55,29.96,13.46,215.7,83.86,56.99,567.73,0.05,249.24,5.76,24.03,0,1,0,0,0,0,0,0,0,0
1429,-1458250,-2991404,650.03,32.92,29.81,13.21,232.44,85.79,57.09,611.23,0.02,242.83,5.31,23.83,0,1,0,0,0,0,0,0,0,0
1429,-1408250,-2991404,648.42,33,29.79,13.19,250.21,90.1,58.05,564.12,0.01,276.78,5.19,23.74,0,1,0,0,0,0,0,0,0,0
1329,-1358250,-2991404,645.36,33,29.68,13.18,253.26,93.23,56.24,543.25,0,110.43,5.17,23.83,0,1,0,0,0,0,0,0,0,0
1329,-1308250,-2991404,645.34,33.04,29.9,13.4,241.84,91.98,50,559.31,0.02,127.52,5.36,23.68,0,1,0,0,0,0,0,0,0,0
1229,-1258250,-2991404,641.3,32.96,29.84,13.44,236,92,47,539.38,0.03,131.61,5.34,23.45,0,1,0,0,0,0,0,0,0,0
1229,-1208250,-2991404,636.89,32.9,29.95,13.69,216.97,85,41.84,539.88,0.05,121.92,5.55,23.44,0,1,0,0,0,0,0,0,0,0
1129,-1158250,-2991404,630.43,32.77,29.95,13.93,189.16,74,36.92,474.57,0.03,125.05,5.73,23.5,0,1,0,0,0,0,0,0,0,0
1129,-1108250,-2991404,628.68,32.78,29.9,13.9,177.11,65.77,35.45,476.56,0.02,99.85,5.7,23.37,0,1,0,0,0,0,0,0,0,0
1029,-1058250,-2991404,626.75,32.75,29.62,13.62,172.07,62.44,35.63,445.17,0.01,19.84,5.47,23.41,0,1,0,0,0,0,0,0,0,0
1029,-1008250,-2991404,626.54,32.67,29.58,13.63,172.74,61.21,36.24,474.94,0.01,263.16,5.48,23.13,0,1,0,0,0,0,0,0,0,0
9529,-958250,-2991404,627,32.79,29.56,13.64,169.59,60,36.4,481.07,0.02,126.14,5.44,22.76,0,1,0,0,0,0,0,0,0,0
9029,-908250,-2991404,628.03,32.78,29.49,13.58,169.67,59,38.22,434.14,0.01,130.39,5.38,23,0,1,0,0,0,0,0,0,0,0
8529,-858250,-2991404,626.18,32.7,29.3,13.49,173,59,41,430.44,0.02,309.89,5.3,23.18,0,1,0,0,0,0,0,0,0,0
8029,-808250,-2991404,628.29,32.71,29.2,13.34,175.59,58,44.32,482.09,0.03,316.87,5.17,22.71,0,1,0,0,0,0,0,0,0,0
7529,-758250,-2991404,633.33,32.79,29.28,13.29,174.89,56.33,45.91,477.46,0.02,259.29,5.19,22.7,0,1,0,0,0,0,0,0,0,0
7029,-708250,-2991404,627.76,32.66,28.99,13.19,182.89,59.13,46.65,488.7,0.03,173.75,5.03,22.53,0,1,0,0,0,0,0,0,0,0
6529,-658250,-2991404,616.06,32.3,28.94,13.37,185.14,63,41.81,454.96,0.07,156.17,5.3,22.23,0,1,0,0,0,0,0,0,0,0
6029,-608250,-2991404,608.36,32.1,28.58,13.12,200.47,69.38,41,448.01,0.09,207.92,5.12,22.2,0,1,0,0,0,0,0,0,0,0
5529,-558250,-2991404,602.53,32.12,28.19,12.86,218.02,75.34,40.41,559.53,0.07,200.87,4.77,21.61,0,1,0,0,0,0,0,0,0,0
5029,-508250,-2991404,596.26,32.1,28,12.9,223.86,79,38,495.18,0.07,198.73,4.7,21.35,0,1,0,0,0,0,0,0,0,0
4529,-458250,-2991404,596.46,32.37,27.58,12.38,244.41,85.53,40,564.25,0.1,225.33,4.07,20.47,0,1,0,0,0,0,0,0,0,0
4029,-408250,-2991404,598.97,32.64,27.04,11.8,266,92,43,630.27,0.08,216.94,3.36,19.99,0,1,0,0,0,0,0,0,0,0
3529,-358250,-2991404,598.52,32.89,26.83,11.57,273.19,95,42.81,680.2,0.07,168.03,2.94,19.66,0,1,0,0,0,0,0,0,0,0
3029,-308250,-2991404,601.15,33,27.06,11.68,265.36,93.94,39.66,593.5,0.08,156.06,2.98,19.65,0,1,0,0,0,0,0,0,0,0
2529,-258250,-2991404,606.35,33.11,26.9,11.41,266.9,96,40,625.94,0.06,182.56,2.7,19.12,0,1,0,0,0,0,0,0,0,0
2029,-208250,-2991404,605.27,32.9,27.1,11.69,250.98,93.06,38,617.55,0.05,170.89,3,18.57,0,1,0,0,0,0,0,0,0,0
1529,-158250,-2991404,609.38,32.6,27.12,11.52,252.38,93.85,37.85,633.54,0.06,142.52,3.12,18.87,0,1,0,0,0,0,0,0,0,0
1029,-108250,-2991404,611.06,32.18,27.78,12.15,232.48,86,33,549.58,0.09,121.99,3.92,19.88,0,1,0,0,0,0,0,0,0,0
5829,-58250,-2991404,610.92,31.97,28.14,12.6,215.82,79.12,30,433.84,0.11,126.11,4.5,20.73,0,1,0,0,0,0,0,0,0,0
8229,-8250,-2991404,613.95,32.01,28.7,13.04,191.87,70.65,28.56,381.55,0.12,130.09,5,21.1,0,1,0,0,0,0,0,0,0,0
4129,41750,-2991404,617,32.3,28.96,13.2,173.14,64.31,29,302.04,0.11,119.86,5.1,21.47,0,1,0,0,0,0,0,0,0,0
9129,91750,-2991404,622.15,32.58,29.31,13.41,157.04,58.14,28,244.05,0.07,105.18,5.23,21.81,0,1,0,0,0,0,0,0,0,0
1429,141750,-2991404,625.09,32.74,29.71,13.78,141.1,51.87,26.48,191.88,0.07,98.64,5.58,22.28,0,1,0,0,0,0,0,0,0,0
1929,191750,-2991404,623.98,32.8,30,14.07,132,49,26,108.72,0.06,108.31,5.8,22.67,0,1,0,0,0,0,0,0,0,0
2429,241750,-2991404,624.26,32.9,30.1,14.1,135.99,50.99,25,74.59,0.04,132.15,5.8,22.85,0,1,0,0,0,0,0,0,0,0
2929,291750,-2991404,626.78,32.8,30.2,14.1,138.72,53,25,57.46,0.03,143.54,5.9,22.99,0,1,0,0,0,0,0,0,0,0
3429,341750,-2991404,627.97,32.77,30.28,14.25,144.5,55.73,26,48.06,0.02,135.45,5.97,23.03,0,1,0,0,0,0,0,0,0,0
3929,391750,-2991404,626.92,32.6,30.2,14.16,150.98,60.43,25.98,31.49,0.01,127.69,6,23.2,0,0.9,0,0,0,0,0,0,0.1,0
4429,441750,-2991404,624.27,32.34,30.2,14.26,157.34,65,26.75,25.45,0.01,174.73,6.16,23.3,0,1,0,0,0,0,0,0,0,0
4929,491750,-2991404,624.31,32.18,30.3,14.28,166.36,70,28.6,32.31,0.02,220.66,6.2,23.3,0,1,0,0,0,0,0,0,0,0
5429,541750,-2991404,622.95,32,30.3,14.3,169.78,71.78,29,46.44,0.02,228.73,6.3,23.31,0,0.98,0,0,0,0,0,0,0.02,0
5929,591750,-2991404,622.18,31.73,30.14,14.2,166.73,72.73,26,62.19,0.01,202.44,6.31,23.54,0,1,0,0,0,0,0,0,0,0
6429,641750,-2991404,621.66,31.6,29.97,13.97,175.06,76.28,26.69,57.08,0.04,262.23,6.17,23.6,0,1,0,0,0,0,0,0,0,0
6929,691750,-2991404,624.67,31.54,29.91,13.91,192.43,82.4,30,159.03,0.03,280.88,6.11,23.47,0,1,0,0,0,0,0,0,0,0
7429,741750,-2991404,623.17,31.5,30.11,14.09,207.22,88.31,32.9,94.96,0.01,77.41,6.27,23.77,17.9,0.82,0,0,0,0,0,0,0,0
7929,791750,-2991404,623.45,31.56,30.3,14.24,226.57,94.76,34,95,0.01,202.43,6.34,23.9,0,1,0,0,0,0,0,0,0,0
8429,841750,-2991404,622.45,31.5,29.9,13.99,254.79,100,38,113.75,0.05,282.63,6,23.9,0,1,0,0,0,0,0,0,0,0
8929,891750,-2991404,619.39,31.43,29.97,14.1,284.08,115.06,40,168.82,0.04,303.4,6.07,23.68,0,1,0,0,0,0,0,0,0,0
9429,941750,-2991404,615.85,31.5,29.8,14.1,317.8,131.73,43,182.63,0.03,264.89,5.9,23.4,0,1,0,0,0,0,0,0,0,0
9929,991750,-2991404,614.23,31.4,29.35,13.65,355.01,143.83,48.8,220.88,0.04,234.27,5.45,23.21,0,1,0,0,0,0,0,0,0,0
1029,1041750,-2991404,606.74,31.28,28.93,13.43,397.29,158.4,52,225.64,0.03,244.59,5.12,22.9,0,1,0,0,0,0,0,0,0,0
1029,1091750,-2991404,598.94,31.01,28.08,12.79,445.64,179.67,58.34,270.68,0.07,265.21,4.39,22.35,0,1,0,0,0,0,0,0,0,0
1129,1141750,-2991404,586.24,30.85,27.85,12.9,467.69,196.47,64,326.93,0.04,233.61,4.3,21.59,0,1,0,0,0,0,0,0,0,0
1129,1191750,-2991404,582.73,30.82,27.53,12.66,501.62,204.67,70,340.24,0.04,200.36,3.91,21.18,0,1,0,0,0,0,0,0,0,0
1229,1241750,-2991404,576.07,30.92,26.83,12.13,520.33,205.08,76.17,381.7,0.07,233.16,3.31,20.78,0,1,0,0,0,0,0,0,0,0
1229,1291750,-2991404,567.06,30.91,25.93,11.43,573.99,237.26,82.45,420.17,0.1,255.13,2.62,20.19,0,0.78,0.22,0,0,0,0,0,0,0
1329,1341750,-2991404,558.13,30.89,25.73,11.44,627.58,265.74,86.05,524.4,0.04,225.04,2.54,19.13,0,0.45,0.55,0,0,0,0,0,0,0
1329,1391750,-2991404,547.16,30.62,25.61,11.59,638.27,264.5,88,456.87,0.12,180.07,2.68,19.01,0,0.09,0.87,0,0,0.04,0,0,0,0
1429,1441750,-2991404,533.84,30.3,25.68,12.07,657.24,279.28,92.92,480.94,0.16,163.21,3.08,18.78,0,0.03,0.93,0,0,0,0,0.04,0,0
1429,1491750,-2991404,524.21,29.6,26.04,12.6,611.56,256.17,91,472.95,0.14,133.68,3.8,18.95,0,0,1,0,0,0,0,0,0,0
1529,1541750,-2991404,512.41,29,26.5,13.4,646.26,270.85,92.71,362.49,0.12,144.47,4.6,19.83,0,0,1,0,0,0,0,0,0,0
1529,1591750,-2991404,497.43,28.5,26.1,13.4,675.87,278.32,97.12,247.67,0.07,177.05,4.7,20,0,0,1,0,0,0,0,0,0,0
1629,1641750,-2991404,480.48,27.9,25.05,12.75,668.55,272.53,92.02,364.38,0.04,289.26,4.2,19.03,0,0,1,0,0,0,0,0,0,0
1629,1691750,-2991404,453.93,27.1,25.41,13.9,712.46,284.72,99.85,337.82,0.04,54.13,5.3,19.01,0,0,1,0,0,0,0,0,0,0
1729,1741750,-2991404,420.59,25.41,25.65,14.89,827.06,357.68,113.43,308.91,0.11,77.44,6.74,19.23,0,0,1,0,0,0,0,0,0,0
1729,1791750,-2991404,374.84,22.23,24.87,15.36,996.82,437.59,132.37,114.79,0.17,63.36,8.26,19.54,0,0,0.97,0,0,0,0,0,0,0.03
1829,1841750,-2991404,334.51,19.19,25.29,16.75,1144.58,466.63,160.1,40.12,0.11,55.2,10.83,20.97,40.1,0,0.57,0,0,0,0,0.02,0,0
1930,-1958250,-3041404,498.54,27.26,29.03,16.18,197.1,43.87,96.23,13.5,0.04,246.25,9.6,22.11,2.98,0.97,0,0,0,0,0,0,0,0
1930,-1908250,-3041404,548.85,29.47,29.89,15.8,207.27,52.91,94.09,59.22,0.08,258.03,8.96,22.49,0,1,0,0,0,0,0,0,0,0
1830,-1858250,-3041404,585.16,31.15,30.4,15.4,202.02,59.98,86.04,153.76,0.1,270.09,8.38,22.7,0,1,0,0,0,0,0,0,0,0
1830,-1808250,-3041404,606.5,32.01,30.64,15.19,198.46,64.74,81,253.56,0.09,279.78,8,22.86,0,1,0,0,0,0,0,0,0,0
1730,-1758250,-3041404,623,32.32,30.68,14.78,201.71,53,78.15,297.19,0.08,281.59,7.56,23.4,0,1,0,0,0,0,0,0,0,0
1730,-1708250,-3041404,630.57,32.4,30.92,14.8,187.54,53.21,65.83,350.43,0.05,270.71,7.5,23.5,0,1,0,0,0,0,0,0,0,0
1630,-1658250,-3041404,635.32,32.17,30.79,14.5,188.06,56.45,67,388.45,0.04,234.17,7.31,23.99,0,1,0,0,0,0,0,0,0,0
1630,-1608250,-3041404,635.98,31.8,30.54,14.24,192.21,61.74,60.45,386.1,0.06,228.04,7.14,24.39,0,1,0,0,0,0,0,0,0,0
1530,-1558250,-3041404,634.21,31.46,30.4,14.1,203,68,61,438.23,0.06,229.68,7,24.41,0,1,0,0,0,0,0,0,0,0
1530,-1508250,-3041404,637.27,31.49,30.06,13.76,217.64,73.86,62.38,496.8,0.07,232.84,6.54,24.18,0,1,0,0,0,0,0,0,0,0
1430,-1458250,-3041404,644.36,32.2,29.4,12.9,244.1,82.95,63,524.03,0.05,252.25,5.4,23.85,0,1,0,0,0,0,0,0,0,0
